painting,emotion
valentin-serov_portrait-of-the-poet-konstantin-balmont-1905,amusement
bernhard-strigel_portrait-of-a-gentleman,fear
vincent-van-gogh_still-life-vase-with-cornflowers-and-poppies-1887,contentment
vincent-van-gogh_head-of-a-young-man-bareheaded,contentment
john-singer-sargent_mrs-edmond-kelly-1889,fear
john-singer-sargent_two-studies-for-madame-x,contentment
n.c.-wyeth_louise-loved-to-climb-to-the-summit-on-one-of-the-barren-hills-flanking-the-river-and-stand,sadness
peder-severin-kroyer_portrait-of-a-gentleman-1898,awe
vasily-surikov_moscow-yard-1880,contentment
mary-cassatt_child-in-a-straw-hat,sadness
nikolay-bogdanov-belsky_balinovo-landscape,contentment
nicolae-vermont_rotterdam-port-1928,contentment
pierre-auguste-renoir_gladiolas-in-a-vase-1875,contentment
pierre-auguste-renoir_portrait-of-a-young-woman-in-white-1901,contentment
t.-c.-steele_street-scene-1896,contentment
vasily-polenov_fountain-of-the-virgin-mary-in-nazareth-1882,excitement
vladimir-makovsky_portrait-of-the-artist-illarion-mikhailovich-pryanishikov-1883,contentment
vincent-van-gogh_vase-with-asters-and-phlox-1886,sadness
sir-lawrence-alma-tadema_the-way-to-the-temple-1882,sadness
viktor-vasnetsov_princess-eudoxia-1893,awe
john-singer-sargent_portrait-of-daniel-j-nolan-1917,contentment
julius-leblanc-stewart_forest-glade-santa-barbara-1918(1),awe
thomas-eakins_portrait-of-dr-william-thompson,contentment
peder-severin-kroyer_luncheon-at-antino,excitement
nikolai-ge_portrait-of-an-unknown-woman-in-a-blue-blouse,amusement
odilon-redon_street-in-samois-1888,contentment
pierre-auguste-renoir_landscape-19,disgust
pierre-auguste-renoir_jean-renoir-1899,contentment
willard-metcalf_thawing-brook-winter-shadows-1911,contentment
willard-metcalf_close-of-day-on-the-maine-shore,contentment
tivadar-kosztka-csontvary_waterfall-at-jajce-1903,awe
vincent-van-gogh_wild-flowers-and-thistles-in-a-vase-1890,contentment
vincent-van-gogh_interior-of-a-farm-with-figures-at-the-fireside-1890,contentment
vincent-van-gogh_fisherman-with-basket-on-his-back-1882(1),sadness
vasily-tropinin_zagoskin-michael,contentment
wilhelm-leibl_der-spargroschen-1877,sadness
vincent-van-gogh_the-landscape-in-drenthe-1883,contentment
taras-shevchenko_cathedral-of-ascension-in-pereiaslav-1845,contentment
vincent-van-gogh_the-drinkers-after-daumier-1890,disgust
john-singer-sargent_the-daughters-of-edward-darley-boit-1882,sadness
john-singer-sargent_grace-woodhouse-1890,contentment
pyotr-konchalovsky_apple-tree-by-the-fence-1949,contentment
valentin-serov_portrait-of-italian-singer-francesco-tamano-1893,disgust
nicholas-roerich_lahor-blacksmith-from-kulu-1937,amusement
max-slevogt_portrait-of-julius-freund,contentment
lucia-demetriade-balacescu_unknown-title-1,disgust
pierre-auguste-renoir_mother-and-children,amusement
pierre-auguste-renoir_orange-trees,awe
salvador-dali_landscape-with-animals,awe
salvador-dali_landscape-2,awe
vincent-van-gogh_head-of-a-peasant-study-for-the-potato-eaters-1885(1),sadness
vincent-van-gogh_landscape-with-a-church-and-houses-1885,disgust
william-merritt-chase_still-life-with-fruit,excitement
maxim-vorobiev_view-of-the-military-telegraph-near-varna-1829,awe
william-holman-hunt_self-portrait,contentment
nicholas-roerich_herodotus-1893,contentment
piet-mondrian_mill-of-heeswijk-sun,contentment
maxime-maufra_the-coastline-in-brittany,contentment
pericles-pantazis_mauvaise-recette,sadness
pierre-auguste-renoir_pears-and-apples-1890,contentment
pierre-auguste-renoir_woman-at-the-chest-1919,excitement
thalia-flora-karavia_by-the-river,awe
willard-metcalf_winter-afternoon,awe
vincent-van-gogh_cypresses-1889-2(1),amusement
vincent-van-gogh_standing-man-seen-from-the-back-1886,anger
john-lewis-krimmel_country-wedding-1820,amusement
john-singer-sargent_nude-1,disgust
leon-bonnat_fille-romaine-la-fontaine-1875,fear
pyotr-konchalovsky_lilacs-in-a-purse-on-the-floor-1955,contentment
thomas-eakins_sketch-for-the-pathetic-song,excitement
vasily-surikov_self-portrait-1910,disgust
vincent-van-gogh_head-of-a-peasant-with-a-pipe-1885(1),contentment
vincent-van-gogh_peasant-woman-head,sadness
marcus-larson_mountains-and-a-waterfall-1851,excitement
theodore-gericault_the-croups,amusement
sir-lawrence-alma-tadema_portrait-of-mme-bonnefoy-and-m-puttemans-1867,contentment
nikolai-ge_last-supper,fear
lucia-demetriade-balacescu_scen-s-teasc-1943,contentment
maxime-maufra_the-cove-at-cape-suzon-1898,contentment
pierre-auguste-renoir_madame-renoir-and-bob-1910,amusement
pierre-auguste-renoir_still-life-with-lemons,contentment
theodor-pallady_toledo-street,contentment
william-merritt-chase_portrait-of-mme-e-h-bensel,disgust
zinaida-serebriakova_family-portrait,contentment
vincent-van-gogh_street-in-auvers-sur-oise-1890,awe
vincent-van-gogh_the-raising-of-lazarus-1890,fear
jean-francois-millet_peasand-spreading-manure-1855,disgust
john-singer-sargent_the-tramp,contentment
mikhail-vrubel_red-flowers-and-leaves-of-begonia-in-a-basket,amusement
pyotr-konchalovsky_portrait-of-dolgintsev-1895,contentment
vasily-polenov_erechtheion-the-portico-of-caryatids-1882-1,sadness
vincent-van-gogh_still-life-with-three-birds-nests-1885,amusement
orest-kiprensky_peasant-boy-petrushka-melancholic-1814,contentment
paul-delaroche_the-temptation-of-s-anthony,excitement
william-turner_pendennis-castle-cornwall-scene-after-a-wreck,awe
viktor-vasnetsov_portrait-of-v-mamontova-1884,amusement
mary-cassatt_woman-ranging-her-veil-1886,amusement
mary-cassatt_portrait-of-ellen-mary-cassatt,contentment
nikolay-bogdanov-belsky_children-fishermen,contentment
philip-wilson-steer_the-bridge,excitement
pierre-auguste-renoir_portrait-in-a-pink-dress,sadness
theophrastos-triantafyllidis_boats-at-shore,contentment
vasile-popescu_landscapist-props-1940,contentment
albrecht-durer_soldiers-under-the-cross,contentment
vincent-van-gogh_trunk-of-an-old-yew-tree-1888,disgust
jean-francois-millet_laundress,sadness
john-singer-sargent_young-girl-wearing-a-white-muslin-blouse-1885,sadness
nikolay-bogdanov-belsky_boys,amusement
theodor-severin-kittelsen_doed-fugl(2),sadness
vasily-polenov_vasily-petrovich-schegolenok-schegolenkov-narrator-1879,anger
vasily-polenov_jerusalem-from-the-west-jaffa-gate-and-the-citadel-1882,awe
vincent-van-gogh_landscape-with-a-church-1883,sadness
volodymyr-orlovsky_bonfire-at-the-field,awe
paul-cezanne_woman-diving-into-water,sadness
william-turner_dutch-fishing-boats-in-a-storm,fear
nikolai-ge_old-park,awe
lovis-corinth_the-black-mask-1908,disgust
paul-cezanne_portrait-of-madame-cezanne-1878,amusement
pierre-auguste-renoir_madame-louis-valtat-nee-suzanne-noel-1903,contentment
pierre-auguste-renoir_still-life-with-pomegranates,contentment
stefan-popescu_landscape-with-houses-1929,contentment
vasily-surikov_in-crimea-1913,contentment
stefan-luchian_countryside-path-brebu-1909,contentment
theo-van-rysselberghe_thomas-braun-s-three-daughters-1904,contentment
vincent-van-gogh_orchard-in-bloom-with-poplars-1889,disgust
walter-sickert_st-mark-s-venice,excitement
pablo-picasso_mule,sadness
nikolaos-gyzis_the-barber-1880(1),amusement
vasily-perov_portrait-of-peter-ivanovich-nikolayev-chairman-of-the-vladimir-district-council-1876,contentment
valentin-serov_in-winter-1898,sadness
vladimir-makovsky_fisherwomen-1886,contentment
n.c.-wyeth_launcelot-and-guenevere,awe
william-turner_rivaulx-abbey-yorkshire,excitement
thomas-cole_the-voyage-of-life-manhood-1840-1,excitement
mary-cassatt_mother-and-child-3,contentment
maurice-prendergast_sienna,contentment
paul-gauguin_gratte-roosters-path-1882,contentment
pierre-auguste-renoir_the-spanish-guitarist-1897,contentment
pierre-auguste-renoir_the-cup-of-tea-1907,contentment
william-merritt-chase_the-japanese-print,contentment
william-james-glackens_f-te-de-suquet-1932,contentment
hieronymus-bosch_the-garden-of-earthly-delights-1515-11,excitement
john-henry-twachtman_avondale-ohio,contentment
john-singer-sargent_portrait-of-dorothy-barnard-1889,sadness
martiros-saryan_mountain-river-1971,awe
vasily-polenov_room-of-commander-of-ruschuksk-detachment-in-brestovets-1878,contentment
theodore-rousseau_clumps-of-trees-along-a-river,awe
vasily-vereshchagin_throne-hall-of-the-great-mughal-shah-jahan-and-aurang-zeb-in-delhi-fort-1875,contentment
vasily-vereshchagin_in-the-park,fear
vincent-van-gogh_wheatfield-with-reaper-and-peasant-woman-binding-sheaves-1885,contentment
nikolai-ge_sorrento,awe
taras-shevchenko_cathedral-of-the-annunciation-in-nizhny-novgorod-1857,sadness
sir-lawrence-alma-tadema_courtship,contentment
robert-brackman_life-about-me,excitement
salvador-dali_figure-from-the-back,awe
lovis-corinth_homeric-laughter-1909,disgust
paul-signac_rodez,excitement
pierre-auguste-renoir_flowers-in-a-vase-2,contentment
pierre-auguste-renoir_victor-chocquet-1876,amusement
robert-julian-onderdonk_southwest-texas-1919,contentment
winston-churchill_winter-woodland-at-breccles,contentment
vincent-van-gogh_clumps-of-grass-1889(1),contentment
vincent-van-gogh_public-garden-with-a-couple-and-a-blue-fir-tree-1888,contentment
james-tissot_victorian-book-illustration,sadness
john-singer-sargent_albert-de-belleroche,anger
leon-bonnat_le-cardinal-charles-lavigerie-1888,amusement
pyotr-konchalovsky_a-bridge-the-vorya-river-abramtsevo-1920,contentment
vasily-vereshchagin_taj-mahal-mausoleum-1876-1,awe
vincent-van-gogh_sand-diggers-1882,contentment
orest-kiprensky_portrait-of-the-princess-a-scherbatova-1808,contentment
orest-kiprensky_portrait-of-the-italian-landscape-painter-gregorio-fidanza,contentment
thomas-cole_sunrise-in-the-catskill-mountains-1826,excitement
vasily-tropinin_not_detected_241125,sadness
pierre-auguste-renoir_young-girl-reading-1895,contentment
theodore-rousseau_study-of-rocks-1829,disgust
paul-gauguin_normandy-landscape-cow-in-a-meadow-1884,contentment
paul-gauguin_cail-factories-and-quai-of-grenelle-1875,contentment
pierre-auguste-renoir_the-sleeper-1880,contentment
pierre-auguste-renoir_in-the-garden-1885,excitement
willard-metcalf_green-idleness,contentment
willard-metcalf_french-landscape,fear
lucas-cranach-the-elder_albert-cardinal-elector-of-mainz-at-the-foot-of-the-cross-1520,sadness
vincent-van-gogh_bush-in-the-park-at-arles-1888(1),disgust
vincent-van-gogh_peasant-digging-1890,disgust
walter-sickert_clarence-gardens-camden-town,contentment
martiros-saryan_in-the-mountains-1960,contentment
odilon-redon_wild-flowers-in-a-long-necked-vase,awe
taras-shevchenko_kazakh-on-a-horseback-1849,contentment
vasily-sadovnikov_illumination-on-the-moika-embankment-in-st-petersburg-1856,contentment
vasily-vereshchagin_in-jerusalem-royal-tombs-1885,fear
vincent-van-gogh_cottage-and-woman-with-goat-1885(1),contentment
winslow-homer_sunlight-on-the-coast,awe
pavel-svinyin_american-landscape,contentment
sir-lawrence-alma-tadema_anna-alma-tadema-1883,contentment
vasily-tropinin_portrait-of-n-a-selivanovsky,contentment
mary-cassatt_women-admiring-a-child-1897,contentment
nicholas-roerich_waiting-1901,awe
pablo-picasso_portrait-of-minguell,sadness
lucian-grigorescu_peisaj-din-sudul-fran-ei,contentment
pierre-auguste-renoir_still-life-with-grapes,contentment
pierre-auguste-renoir_dancer-with-tambourne-gabrielle-renard-1909,excitement
theodor-pallady_scen-de-port-jeux-de-boules,contentment
t.-c.-steele_whitewater-valley,contentment
bernhard-strigel_portrait-of-louis-ii-of-hungary,amusement
vincent-van-gogh_vincent-s-bedroom-in-arles-1888,amusement
vincent-van-gogh_standing-female-nude-seen-from-the-side-1886,disgust
john-singer-sargent_violet-1886,disgust
john-everett-millais_blow-blow-thou-winter-wind,sadness
theo-van-rysselberghe_meuse-river-around-namur-1880,sadness
salvador-dali_portrait-of-reinaldo-herrera-marquis-de-torre-casa,contentment
vasily-polenov_montenegrin-girl-1876,contentment
vasily-surikov_minusinsk-on-the-way-1873,excitement
vincent-van-gogh_two-hands-2,contentment
vincent-van-gogh_peasant-sitting-by-the-fireplace-worn-out-1881-1,sadness
pierre-paul-prud'hon_psyche-transported-to-heaven,excitement
thomas-cole_the-voyage-of-life-old-age-1,awe
mary-cassatt_woman-with-needlework-sun,contentment
nicholas-roerich_ushkuinik-1894,amusement
pablo-picasso_fairground-1900,fear
pierre-auguste-renoir_the-dancer-1874,contentment
stefan-popescu_blue-landscape-1913,sadness
william-merritt-chase_the-mirror,fear
william-merritt-chase_end-of-the-season-sun,amusement
victor-borisov-musatov_woman-in-rocking-chair-1897,contentment
vincent-van-gogh_tambourine-with-pansies-1886,sadness
vincent-van-gogh_vase-of-hollyhocks-1886,awe
john-singer-sargent_almina-daughter-of-asher-wertheimer-1908,contentment
mihaly-munkacsy_paris-interior-1877,awe
mykola-pymonenko_from-the-forrest,sadness
pyotr-konchalovsky_volodya-by-the-water-1938,amusement
vasily-sadovnikov_kamennoostrovsky-bridge,awe
vasily-vereshchagin_turkmens-representing-war-trophies-to-khiva-khan-1868,fear
vincent-van-gogh_a-girl-in-the-street-two-coaches-in-the-background-1882(1),contentment
william-adolphe-bouguereau_portrait-of-a-young-girl-crocheting-1889,awe
vladimir-makovsky_a-portrait-of-e-i-makovsky-1880,awe
sir-lawrence-alma-tadema_architecture-in-ancient-rome-1877,fear
thomas-moran_tower-falls-yellowstone-1876,excitement
lovis-corinth_in-the-fisherman-s-house-1886,contentment
mary-cassatt_antoinette-at-her-dresser-1909,disgust
paul-gauguin_the-seine-in-paris-1875,contentment
pierre-auguste-renoir_head-of-a-young-woman-1890,fear
pierre-auguste-renoir_woman-in-a-hat-1895,contentment
william-merritt-chase_portrait-of-virginia-gerson-1,awe
william-merritt-chase_a-long-island-lake,contentment
vincent-van-gogh_garden-with-flowers-1888(1),excitement
james-tissot_without-a-dowry-aka-sunday-in-the-luxembourg-gardens-1885,sadness
john-singer-sargent_mrs-george-swinton-1897,awe
mihaly-munkacsy_milton-1878,sadness
n.c.-wyeth_the-silent-fisherman,sadness
vasily-vereshchagin_china-tent-1870,contentment
vasily-perov_hunting-for-wild-boar,excitement
volodymyr-orlovsky_pasture-1890,contentment
vincent-van-gogh_three-hands-3,awe
pierre-paul-prud'hon_untitled,contentment
pierre-paul-prud'hon_josephine-bonaparte-study,contentment
william-turner_calais-pier-with-french-poissards-preparing-for-sea-an-english-packeet-arriving,fear
nicholas-roerich_near-mount-sobachya-in-sosnitsy-1893,sadness
medi-wechsler-dinu_balchik-caf,contentment
pierre-auguste-renoir_armful-of-roses-1918,excitement
pierre-auguste-renoir_dancer-with-castenets-1895,contentment
valentin-serov_a-woman-with-a-jug,fear
william-merritt-chase_portrait-of-the-artist-s-daughter-dorothy,fear
vincent-van-gogh_green-wheat-fields-1890(1),excitement
john-singer-sargent_katharine-pratt-1890,fear
m.c.-escher_not_detected_204677,excitement
mykola-yaroshenko_portrait-of-vladimir-solovyov-1892,sadness
pavel-fedotov_gamblers,fear
vasily-surikov_illumination-of-moscow-1882,awe
vasily-perov_hunters-at-rest-1871,amusement
vincent-van-gogh_orphan-man-with-top-hat-eating-from-a-plate-1882,sadness
vladimir-makovsky_over-the-chips-1892,sadness
orest-kiprensky_portrait-of-gurko-1811,disgust
rudolf-von-alt_the-parish-church-in-ofen-1,contentment
william-turner_the-grand-canal-venice-engraved-by-william-miller,awe
william-turner_caernarvon-castle,awe
maurice-prendergast_the-pretty-ships-also-known-as-as-the-ships-go-by,contentment
raoul-dufy_the-beach-at-sainte-adresse-1902,contentment
paul-signac_concarneau-study-1891,amusement
pierre-auguste-renoir_the-cup-of-chocolate-1878,contentment
theodor-pallady_woman-with-fan,contentment
samuel-mutzner_minaret-la-balcic-1935,awe
william-merritt-chase_boat-house-prospect-park-aka-boats-on-the-lake-prospect-park,excitement
rogier-van-der-weyden_portrait-of-a-woman-1464,amusement
vincent-van-gogh_corridor-in-the-asylum-1889(1),awe
james-tissot_the-stairs,awe
john-singer-sargent_deer,sadness
konstantin-makovsky_summerhouse,contentment
nikolaos-gyzis_artemis-gyzi-1880,contentment
theodore-rousseau_landscape-6,awe
valentin-serov_portrait-of-anna-staal-1910,contentment
viktor-vasnetsov_in-the-park,awe
vincent-van-gogh_a-house-magros-1879(1),contentment
n.c.-wyeth_though-these-folks-were-evidently-amusing-themselves-yet-they-maintained-the-gravest-faces-the,excitement
marcus-larson_fjord-landscape-in-norway-1860,awe
thomas-cole_romantic-landscape-with-ruined-tower-1836,awe
maurice-prendergast_ring-around-the-rosy,amusement
maxime-maufra_the-church-at-little-andelys,awe
paul-gauguin_two-cows-in-the-meadow-1884,contentment
pierre-auguste-renoir_paul-cezanne-1880,amusement
pierre-auguste-renoir_shepherdess-1887,awe
theodor-aman_costume-party-in-the-workshop-1885,excitement
winston-churchill_ightham-moat(1),contentment
theo-van-doesburg_river-landscape-with-mill-1931,sadness
vincent-van-gogh_l-arlesienne-portrait-of-madame-ginoux-1888-1,contentment
john-singer-sargent_temple-of-denderah-1891,awe
mihaly-munkacsy_relaxing-lady,sadness
pyotr-konchalovsky_nemtsovo-pond-1950,excitement
vasily-sadovnikov_view-of-the-passazh-department-store-in-1848-1848,awe
vasily-surikov_portrait-of-a-i-yemelyanova-1903,contentment
theodore-rousseau_village-under-the-trees,contentment
vincent-van-gogh_weaver-facing-left-1884,excitement
vladimir-makovsky_musical-evening-1906,contentment
sir-lawrence-alma-tadema_votive-offering-1873,contentment
william-turner_welsh-bridge-at-shrewsbury,awe
nikolai-ge_christ-and-the-disciples-going-out-into-the-garden-of-gethsemane-after-the-last-supper,fear
raoul-dufy_claudine-from-back-1906,amusement
lucian-grigorescu_balcicul-spre-mare-1940,contentment
pierre-auguste-renoir_lane-in-the-woods-1900,contentment
pierre-auguste-renoir_charles-le-coeur-1874,contentment
pierre-auguste-renoir_spray-of-anemones,excitement
t.-c.-steele_the-old-mills-1903,excitement
winston-churchill_marlborough-tapestries-at-blenheim-1(1),contentment
victor-borisov-musatov_still-life-with-flowers-1902,contentment
vincent-van-gogh_head-of-an-angel-after-rembrandt-1889,amusement
